GET http://127.0.0.1:8000/ name=http://127.0.0.1:8000/ type=serv linked=yes browsers=0 browser_used=FAST dup=0 code=404 len=3549 notes=4 sig=0x7d83af06
GET http://127.0.0.1:8000/admin/ name=admin type=dir linked=yes browsers=0 browser_used=FAST dup=0 code=302 len=0 notes=1 sig=0xfe065822
GET http://127.0.0.1:8000/admin/login/ name=login type=dir linked=yes browsers=0 browser_used=FAST dup=0 code=200 len=1806 notes=1 sig=0xd74807c2
POST http://127.0.0.1:8000/login/ DATA:csrfmiddlewaretoken=06lufkt39gb50YcoJcVWt2MjiniK1MQXrtKsGIE6Cc50iEQXWuv9KRaj0bPs1uTs&username=utf&password=skipfish name=utf type=value linked=no browsers=0 browser_used=FAST dup=1 code=403 len=2513 notes=1 sig=0xff7fffff
POST http://127.0.0.1:8000/login/ DATA:csrfmiddlewaretoken=06lufkt39gb50YcoJcVWt2MjiniK1MQXrtKsGIE6Cc50iEQXWuv9KRaj0bPs1uTs&username=valid&password=skipfish name=valid type=value linked=no browsers=0 browser_used=FAST dup=1 code=403 len=2513 notes=1 sig=0xff7fffff
POST http://127.0.0.1:8000/login/ DATA:csrfmiddlewaretoken=06lufkt39gb50YcoJcVWt2MjiniK1MQXrtKsGIE6Cc50iEQXWuv9KRaj0bPs1uTs&username=verification&password=skipfish name=verification type=value linked=no browsers=0 browser_used=FAST dup=1 code=403 len=2513 notes=1 sig=0xff7fffff
POST http://127.0.0.1:8000/login/ DATA:csrfmiddlewaretoken=06lufkt39gb50YcoJcVWt2MjiniK1MQXrtKsGIE6Cc50iEQXWuv9KRaj0bPs1uTs&username=vertical&password=skipfish name=vertical type=value linked=no browsers=0 browser_used=FAST dup=1 code=403 len=2513 notes=1 sig=0xff7fffff
POST http://127.0.0.1:8000/login/ DATA:csrfmiddlewaretoken=06lufkt39gb50YcoJcVWt2MjiniK1MQXrtKsGIE6Cc50iEQXWuv9KRaj0bPs1uTs&username=VIEW&password=skipfish name=VIEW type=value linked=no browsers=0 browser_used=FAST dup=1 code=403 len=2513 notes=1 sig=0xff7fffff
POST http://127.0.0.1:8000/login/ DATA:csrfmiddlewaretoken=06lufkt39gb50YcoJcVWt2MjiniK1MQXrtKsGIE6Cc50iEQXWuv9KRaj0bPs1uTs&username=views&password=skipfish name=views type=value linked=no browsers=0 browser_used=FAST dup=1 code=403 len=2513 notes=1 sig=0xff7fffff
POST http://127.0.0.1:8000/login/ DATA:csrfmiddlewaretoken=06lufkt39gb50YcoJcVWt2MjiniK1MQXrtKsGIE6Cc50iEQXWuv9KRaj0bPs1uTs&username=weight&password=skipfish name=weight type=value linked=no browsers=0 browser_used=FAST dup=1 code=403 len=2513 notes=1 sig=0xff7fffff
POST http://127.0.0.1:8000/login/ DATA:csrfmiddlewaretoken=06lufkt39gb50YcoJcVWt2MjiniK1MQXrtKsGIE6Cc50iEQXWuv9KRaj0bPs1uTs&username=well&password=skipfish name=well type=value linked=no browsers=0 browser_used=FAST dup=1 code=403 len=2513 notes=1 sig=0xff7fffff
POST http://127.0.0.1:8000/login/ DATA:csrfmiddlewaretoken=06lufkt39gb50YcoJcVWt2MjiniK1MQXrtKsGIE6Cc50iEQXWuv9KRaj0bPs1uTs&username=when&password=skipfish name=when type=value linked=no browsers=0 browser_used=FAST dup=1 code=403 len=2513 notes=1 sig=0xff7fffff
POST http://127.0.0.1:8000/login/ DATA:csrfmiddlewaretoken=06lufkt39gb50YcoJcVWt2MjiniK1MQXrtKsGIE6Cc50iEQXWuv9KRaj0bPs1uTs&username=width&password=skipfish name=width type=value linked=no browsers=0 browser_used=FAST dup=1 code=403 len=2513 notes=1 sig=0xff7fffff
POST http://127.0.0.1:8000/login/ DATA:csrfmiddlewaretoken=06lufkt39gb50YcoJcVWt2MjiniK1MQXrtKsGIE6Cc50iEQXWuv9KRaj0bPs1uTs&username=will&password=skipfish name=will type=value linked=no browsers=0 browser_used=FAST dup=1 code=403 len=2513 notes=1 sig=0xff7fffff
POST http://127.0.0.1:8000/login/ DATA:csrfmiddlewaretoken=06lufkt39gb50YcoJcVWt2MjiniK1MQXrtKsGIE6Cc50iEQXWuv9KRaj0bPs1uTs&username=with&password=skipfish name=with type=value linked=no browsers=0 browser_used=FAST dup=1 code=403 len=2513 notes=1 sig=0xff7fffff
POST http://127.0.0.1:8000/login/ DATA:csrfmiddlewaretoken=06lufkt39gb50YcoJcVWt2MjiniK1MQXrtKsGIE6Cc50iEQXWuv9KRaj0bPs1uTs&username=you&password=skipfish name=you type=value linked=no browsers=0 browser_used=FAST dup=1 code=403 len=2513 notes=1 sig=0xff7fffff
POST http://127.0.0.1:8000/login/ DATA:csrfmiddlewaretoken=06lufkt39gb50YcoJcVWt2MjiniK1MQXrtKsGIE6Cc50iEQXWuv9KRaj0bPs1uTs&username=Your&password=skipfish name=Your type=value linked=no browsers=0 browser_used=FAST dup=1 code=403 len=2513 notes=1 sig=0xff7fffff
GET http://127.0.0.1:8000/logout/ name=logout type=dir linked=no browsers=0 browser_used=FAST dup=0 code=200 len=1207 notes=1 sig=0xfffbffff
GET http://127.0.0.1:8000/static/ name=static type=dir linked=yes browsers=0 browser_used=FAST dup=0 returns_404 code=404 len=1634 notes=4 sig=0xbbbb0962
GET http://127.0.0.1:8000/static/admin/ name=admin type=dir linked=yes browsers=0 browser_used=FAST dup=0 returns_404 code=404 len=1646 notes=3 sig=0xd742f1b2
GET http://127.0.0.1:8000/static/admin/css/ name=css type=dir linked=yes browsers=0 browser_used=FAST dup=0 returns_404 code=404 len=1654 notes=3 sig=0x41e258e3
GET http://127.0.0.1:8000/static/admin/css/base.css/ name=base.css type=dir linked=yes browsers=0 browser_used=FAST dup=0 code=200 len=16378 notes=2 sig=0xfff99a74
GET http://127.0.0.1:8000/static/admin/css/login.css/ name=login.css type=dir linked=yes browsers=0 browser_used=FAST dup=0 code=200 len=1233 notes=2 sig=0xfff99a74
GET http://127.0.0.1:8000/static/admin/css/responsive.css/ name=responsive.css type=dir linked=yes browsers=0 browser_used=FAST dup=0 code=200 len=17944 notes=2 sig=0xfff99a71
GET http://127.0.0.1:8000/static/admin/css/responsive.css// name= type=dir linked=no browsers=0 browser_used=FAST dup=0 code=200 len=17944 notes=2 sig=0xfffad5cd
